name,region,date,value
Average pension,The Republic of Mordovia,2015-05-15,10100
Average pension,The Republic of Mordovia,2015-06-15,10863
Average pension,The Republic of Mordovia,2015-07-15,11976
Average pension,The Republic of Mordovia,2015-08-15,10871
Average pension,The Republic of Mordovia,2015-09-15,10717
Average pension,The Republic of Mordovia,2015-10-15,11592
Average pension,The Republic of Mordovia,2015-11-15,10944
Average pension,The Republic of Mordovia,2015-12-15,16393
Average pension,The Republic of Mordovia,2016-01-15,9226
Average pension,The Republic of Mordovia,2016-02-15,11266
Average pension,The Republic of Mordovia,2016-03-15,12029
Average pension,The Republic of Mordovia,2016-04-15,12158
Average pension,The Republic of Mordovia,2016-05-15,10462
Average pension,The Republic of Mordovia,2016-06-15,12287
Average pension,The Republic of Mordovia,2016-07-15,10708
Average pension,The Republic of Mordovia,2016-08-15,11869
Average pension,The Republic of Mordovia,2016-09-15,12384
Average pension,The Republic of Mordovia,2016-10-15,10962
Average pension,The Republic of Mordovia,2016-11-15,11371
Average pension,The Republic of Mordovia,2016-12-15,16968
Average pension,The Republic of Mordovia,2017-01-15,11057
Average pension,The Republic of Mordovia,2017-02-15,11481
Average pension,The Republic of Mordovia,2017-03-15,12510
Average pension,The Republic of Mordovia,2017-04-15,12252
Average pension,The Republic of Sakha (Yakutia),2014-01-15,15596
Average pension,The Republic of Sakha (Yakutia),2014-02-15,15887
Average pension,The Republic of Sakha (Yakutia),2014-03-15,16132
Average pension,The Republic of Sakha (Yakutia),2014-04-15,17531
Average pension,The Republic of Sakha (Yakutia),2014-05-15,16002
Average pension,The Republic of Sakha (Yakutia),2014-06-15,16338
Average pension,The Republic of Sakha (Yakutia),2014-07-15,16334
Average pension,The Republic of Sakha (Yakutia),2014-08-15,18208
Average pension,The Republic of Sakha (Yakutia),2014-09-15,17101
Average pension,The Republic of Sakha (Yakutia),2014-10-15,16923
Average pension,The Republic of Sakha (Yakutia),2014-11-15,16291
Average pension,The Republic of Sakha (Yakutia),2014-12-15,24820
Average pension,The Republic of Sakha (Yakutia),2015-01-15,15684
Average pension,The Republic of Sakha (Yakutia),2015-02-15,18206
Average pension,The Republic of Sakha (Yakutia),2015-03-15,18815
Average pension,The Republic of Sakha (Yakutia),2015-04-15,19493
Average pension,The Republic of Sakha (Yakutia),2015-05-15,17874
Average pension,The Republic of Sakha (Yakutia),2015-06-15,18258
Average pension,The Republic of Sakha (Yakutia),2015-07-15,19158
Average pension,The Republic of Sakha (Yakutia),2015-08-15,19091
Average pension,The Republic of Sakha (Yakutia),2015-09-15,18724
Average pension,The Republic of Sakha (Yakutia),2015-10-15,18858
Average pension,The Republic of Sakha (Yakutia),2015-11-15,18374
Average pension,The Republic of Sakha (Yakutia),2015-12-15,27530
Average pension,The Republic of Sakha (Yakutia),2016-01-15,17227
Average pension,The Republic of Sakha (Yakutia),2016-02-15,18589
Average pension,The Republic of Sakha (Yakutia),2016-03-15,19577
Average pension,The Republic of Sakha (Yakutia),2016-04-15,18959
Average pension,The Republic of Sakha (Yakutia),2016-05-15,18071
Average pension,The Republic of Sakha (Yakutia),2016-06-15,19587
Average pension,The Republic of Sakha (Yakutia),2016-07-15,18057
Average pension,The Republic of Sakha (Yakutia),2016-08-15,18682
Average pension,The Republic of Sakha (Yakutia),2016-09-15,19724
Average pension,The Republic of Sakha (Yakutia),2016-10-15,18274
Average pension,The Republic of Sakha (Yakutia),2016-11-15,18657
Average pension,The Republic of Sakha (Yakutia),2016-12-15,20181
Average pension,The Republic of Sakha (Yakutia),2017-01-15,22181
Average pension,The Republic of Sakha (Yakutia),2017-02-15,19121
Average pension,The Republic of Sakha (Yakutia),2017-03-15,19283
Average pension,The Republic of Sakha (Yakutia),2017-04-15,19980
Average pension,Republic of North Ossetia-Alania,2014-01-15,10250
Average pension,Republic of North Ossetia-Alania,2014-02-15,10682
Average pension,Republic of North Ossetia-Alania,2014-03-15,10664
Average pension,Republic of North Ossetia-Alania,2014-04-15,21700
Average pension,Republic of North Ossetia-Alania,2014-05-15,10838
Average pension,Republic of North Ossetia-Alania,2014-06-15,10947
Average pension,Republic of North Ossetia-Alania,2014-07-15,10833
Average pension,Republic of North Ossetia-Alania,2014-08-15,12286
Average pension,Republic of North Ossetia-Alania,2014-09-15,10793
Average pension,Republic of North Ossetia-Alania,2014-10-15,19485
Average pension,Republic of North Ossetia-Alania,2014-11-15,17117
Average pension,Republic of North Ossetia-Alania,2014-12-15,21753
Average pension,Republic of North Ossetia-Alania,2015-01-15,14563
Average pension,Republic of North Ossetia-Alania,2015-02-15,11820
Average pension,Republic of North Ossetia-Alania,2015-03-15,11792
Average pension,Republic of North Ossetia-Alania,2015-04-15,23302
Average pension,Republic of North Ossetia-Alania,2015-05-15,12116
Average pension,Republic of North Ossetia-Alania,2015-06-15,11728
Average pension,Republic of North Ossetia-Alania,2015-07-15,12944
Average pension,Republic of North Ossetia-Alania,2015-08-15,11298
Average pension,Republic of North Ossetia-Alania,2015-09-15,11688
Average pension,Republic of North Ossetia-Alania,2015-10-15,12053
Average pension,Republic of North Ossetia-Alania,2015-11-15,11716
Average pension,Republic of North Ossetia-Alania,2015-12-15,23479
Average pension,Republic of North Ossetia-Alania,2016-01-15,4808
Average pension,Republic of North Ossetia-Alania,2016-02-15,12014
Average pension,Republic of North Ossetia-Alania,2016-03-15,12092
Average pension,Republic of North Ossetia-Alania,2016-04-15,14098
Average pension,Republic of North Ossetia-Alania,2016-05-15,11234
Average pension,Republic of North Ossetia-Alania,2016-06-15,12871
Average pension,Republic of North Ossetia-Alania,2016-07-15,11332
Average pension,Republic of North Ossetia-Alania,2016-08-15,12364
Average pension,Republic of North Ossetia-Alania,2016-09-15,13563
Average pension,Republic of North Ossetia-Alania,2016-10-15,11527
Average pension,Republic of North Ossetia-Alania,2016-11-15,12375
Average pension,Republic of North Ossetia-Alania,2016-12-15,24143
Average pension,Republic of North Ossetia-Alania,2017-01-15,5253
Average pension,Republic of North Ossetia-Alania,2017-02-15,12686
Average pension,Republic of North Ossetia-Alania,2017-03-15,13498
Average pension,Republic of North Ossetia-Alania,2017-04-15,13363
Average pension,Republic of Tatarstan,2014-01-15,6216
Average pension,Republic of Tatarstan,2014-02-15,10920
Average pension,Republic of Tatarstan,2014-03-15,11103
Average pension,Republic of Tatarstan,2014-04-15,12061
Average pension,Republic of Tatarstan,2014-05-15,10706
Average pension,Republic of Tatarstan,2014-06-15,11161
Average pension,Republic of Tatarstan,2014-07-15,11207
Average pension,Republic of Tatarstan,2014-08-15,12079
Average pension,Republic of Tatarstan,2014-09-15,11283
Average pension,Republic of Tatarstan,2014-10-15,11615
Average pension,Republic of Tatarstan,2014-11-15,11365
Average pension,Republic of Tatarstan,2014-12-15,12514
Average pension,Republic of Tatarstan,2015-01-15,10753
Average pension,Republic of Tatarstan,2015-02-15,12378
Average pension,Republic of Tatarstan,2015-03-15,12426
Average pension,Republic of Tatarstan,2015-04-15,13434
Average pension,Republic of Tatarstan,2015-05-15,11910
Average pension,Republic of Tatarstan,2015-06-15,12426
Average pension,Republic of Tatarstan,2015-07-15,12917
Average pension,Republic of Tatarstan,2015-08-15,12593
Average pension,Republic of Tatarstan,2015-09-15,12435
Average pension,Republic of Tatarstan,2015-10-15,12677
Average pension,Republic of Tatarstan,2015-11-15,12540
Average pension,Republic of Tatarstan,2015-12-15,13543
Average pension,Republic of Tatarstan,2016-01-15,11873
Average pension,Republic of Tatarstan,2016-02-15,12823
Average pension,Republic of Tatarstan,2016-03-15,13308
Average pension,Republic of Tatarstan,2016-04-15,13356
Average pension,Republic of Tatarstan,2016-05-15,12467
Average pension,Republic of Tatarstan,2016-06-15,13162
Average pension,Republic of Tatarstan,2016-07-15,12532
Average pension,Republic of Tatarstan,2016-08-15,12961
Average pension,Republic of Tatarstan,2016-09-15,13517
Average pension,Republic of Tatarstan,2016-10-15,12672
Average pension,Republic of Tatarstan,2016-11-15,12969
Average pension,Republic of Tatarstan,2016-12-15,14055
Average pension,Republic of Tatarstan,2017-01-15,16674
Average pension,Republic of Tatarstan,2017-02-15,13296
Average pension,Republic of Tatarstan,2017-03-15,13816
Average pension,Republic of Tatarstan,2017-04-15,13593
Average pension,Tyva Republic,2014-01-15,14891
Average pension,Tyva Republic,2014-02-15,12164
Average pension,Tyva Republic,2014-03-15,12134
Average pension,Tyva Republic,2014-04-15,14250
Average pension,Tyva Republic,2014-05-15,11373
Average pension,Tyva Republic,2014-06-15,12728
Average pension,Tyva Republic,2014-07-15,13027
Average pension,Tyva Republic,2014-08-15,15210
Average pension,Tyva Republic,2014-09-15,12847
Average pension,Tyva Republic,2014-10-15,13436
Average pension,Tyva Republic,2014-11-15,12089
Average pension,Tyva Republic,2014-12-15,24732
Average pension,Tyva Republic,2015-01-15,15999
Average pension,Tyva Republic,2015-02-15,13730
Average pension,Tyva Republic,2015-03-15,13863
Average pension,Tyva Republic,2015-04-15,15629
Average pension,Tyva Republic,2015-05-15,12702
Average pension,Tyva Republic,2015-06-15,13538
Average pension,Tyva Republic,2015-07-15,15709
Average pension,Tyva Republic,2015-08-15,13384
Average pension,Tyva Republic,2015-09-15,13956
Average pension,Tyva Republic,2015-10-15,15129
Average pension,Tyva Republic,2015-11-15,14050
Average pension,Tyva Republic,2015-12-15,26785
Average pension,Tyva Republic,2016-01-15,11586
Average pension,Tyva Republic,2016-02-15,14483
Average pension,Tyva Republic,2016-03-15,15975
Average pension,Tyva Republic,2016-04-15,15280
Average pension,Tyva Republic,2016-05-15,13024
Average pension,Tyva Republic,2016-06-15,16357
Average pension,Tyva Republic,2016-07-15,13531
Average pension,Tyva Republic,2016-08-15,15229
Average pension,Tyva Republic,2016-09-15,16878
Average pension,Tyva Republic,2016-10-15,13848
Average pension,Tyva Republic,2016-11-15,14531
Average pension,Tyva Republic,2016-12-15,27950
Average pension,Tyva Republic,2017-01-15,6107
Average pension,Tyva Republic,2017-02-15,14590
Average pension,Tyva Republic,2017-03-15,15452
Average pension,Tyva Republic,2017-04-15,16053
Average pension,The Republic of Khakassia,2014-01-15,29089
Average pension,The Republic of Khakassia,2014-02-15,11807
Average pension,The Republic of Khakassia,2014-03-15,11935
Average pension,The Republic of Khakassia,2014-04-15,13807
Average pension,The Republic of Khakassia,2014-05-15,11137
Average pension,The Republic of Khakassia,2014-06-15,12069
Average pension,The Republic of Khakassia,2014-07-15,12293
Average pension,The Republic of Khakassia,2014-08-15,13604
Average pension,The Republic of Khakassia,2014-09-15,11988
Average pension,The Republic of Khakassia,2014-10-15,12421
Average pension,The Republic of Khakassia,2014-11-15,11633
Average pension,The Republic of Khakassia,2014-12-15,14049
Average pension,The Republic of Khakassia,2015-01-15,11190
Average pension,The Republic of Khakassia,2015-02-15,13005
Average pension,The Republic of Khakassia,2015-03-15,13374
Average pension,The Republic of Khakassia,2015-04-15,14998
Average pension,The Republic of Khakassia,2015-05-15,12338
Average pension,The Republic of Khakassia,2015-06-15,12991
Average pension,The Republic of Khakassia,2015-07-15,13997
Average pension,The Republic of Khakassia,2015-08-15,12987
Average pension,The Republic of Khakassia,2015-09-15,12988
Average pension,The Republic of Khakassia,2015-10-15,13758
Average pension,The Republic of Khakassia,2015-11-15,13113
Average pension,The Republic of Khakassia,2015-12-15,15033
Average pension,The Republic of Khakassia,2016-01-15,12026
Average pension,The Republic of Khakassia,2016-02-15,13603
Average pension,The Republic of Khakassia,2016-03-15,14617
Average pension,The Republic of Khakassia,2016-04-15,14903
Average pension,The Republic of Khakassia,2016-05-15,12864
Average pension,The Republic of Khakassia,2016-06-15,14413
Average pension,The Republic of Khakassia,2016-07-15,13142
Average pension,The Republic of Khakassia,2016-08-15,13706
Average pension,The Republic of Khakassia,2016-09-15,14684
Average pension,The Republic of Khakassia,2016-10-15,13143
Average pension,The Republic of Khakassia,2016-11-15,13733
Average pension,The Republic of Khakassia,2016-12-15,15628
Average pension,The Republic of Khakassia,2017-01-15,16673
Average pension,The Republic of Khakassia,2017-02-15,13971
Average pension,The Republic of Khakassia,2017-03-15,15115
Average pension,The Republic of Khakassia,2017-04-15,14554
Average pension,Rostov region,2014-01-15,34520
Average pension,Rostov region,2014-02-15,11237
Average pension,Rostov region,2014-03-15,11354
Average pension,Rostov region,2014-04-15,13491
Average pension,Rostov region,2014-05-15,10320
Average pension,Rostov region,2014-06-15,11440
Average pension,Rostov region,2014-07-15,11562
Average pension,Rostov region,2014-08-15,12667
Average pension,Rostov region,2014-09-15,11489
Average pension,Rostov region,2014-10-15,11762
Average pension,Rostov region,2014-11-15,11268
Average pension,Rostov region,2014-12-15,22781
Average pension,Rostov region,2015-01-15,30854
Average pension,Rostov region,2015-02-15,12355
Average pension,Rostov region,2015-03-15,12557
Average pension,Rostov region,2015-04-15,14610
Average pension,Rostov region,2015-05-15,11375
Average pension,Rostov region,2015-06-15,12550
Average pension,Rostov region,2015-07-15,13335
Average pension,Rostov region,2015-08-15,12663
Average pension,Rostov region,2015-09-15,12532
Average pension,Rostov region,2015-10-15,12903
Average pension,Rostov region,2015-11-15,12589
Average pension,Rostov region,2015-12-15,24384
Average pension,Rostov region,2016-01-15,15727
Average pension,Rostov region,2016-02-15,12881
Average pension,Rostov region,2016-03-15,12988
Average pension,Rostov region,2016-04-15,15114
Average pension,Rostov region,2016-05-15,12542
Average pension,Rostov region,2016-06-15,12826
Average pension,Rostov region,2016-07-15,12626
Average pension,Rostov region,2016-08-15,13389
Average pension,Rostov region,2016-09-15,13901
Average pension,Rostov region,2016-10-15,12636
Average pension,Rostov region,2016-11-15,13061
Average pension,Rostov region,2016-12-15,23970
Average pension,Rostov region,2017-01-15,7056
Average pension,Rostov region,2017-02-15,13167
Average pension,Rostov region,2017-03-15,14562
Average pension,Rostov region,2017-04-15,12953
Average pension,Ryazan Oblast,2014-01-15,13708
Average pension,Ryazan Oblast,2014-02-15,10437
Average pension,Ryazan Oblast,2014-03-15,10412
Average pension,Ryazan Oblast,2014-04-15,12397
Average pension,Ryazan Oblast,2014-05-15,9319
Average pension,Ryazan Oblast,2014-06-15,10537
Average pension,Ryazan Oblast,2014-07-15,10573
Average pension,Ryazan Oblast,2014-08-15,11499
Average pension,Ryazan Oblast,2014-09-15,10562
Average pension,Ryazan Oblast,2014-10-15,10782
Average pension,Ryazan Oblast,2014-11-15,10319
Average pension,Ryazan Oblast,2014-12-15,21409
Average pension,Ryazan Oblast,2015-01-15,12617
Average pension,Ryazan Oblast,2015-02-15,11394
Average pension,Ryazan Oblast,2015-03-15,11559
Average pension,Ryazan Oblast,2015-04-15,13381
Average pension,Ryazan Oblast,2015-05-15,10262
Average pension,Ryazan Oblast,2015-06-15,11447
Average pension,Ryazan Oblast,2015-07-15,12224
Average pension,Ryazan Oblast,2015-08-15,11565
Average pension,Ryazan Oblast,2015-09-15,11467
Average pension,Ryazan Oblast,2015-10-15,11877
Average pension,Ryazan Oblast,2015-11-15,11604
Average pension,Ryazan Oblast,2015-12-15,22913
Average pension,Ryazan Oblast,2016-01-15,5903
Average pension,Ryazan Oblast,2016-02-15,11940
Average pension,Ryazan Oblast,2016-03-15,11929
Average pension,Ryazan Oblast,2016-04-15,13948
Average pension,Ryazan Oblast,2016-05-15,11437
Average pension,Ryazan Oblast,2016-06-15,11662
Average pension,Ryazan Oblast,2016-07-15,11575
Average pension,Ryazan Oblast,2016-08-15,12223
Average pension,Ryazan Oblast,2016-09-15,12680
Average pension,Ryazan Oblast,2016-10-15,11676
Average pension,Ryazan Oblast,2016-11-15,12021
Average pension,Ryazan Oblast,2016-12-15,18373
Average pension,Ryazan Oblast,2017-01-15,10091
Average pension,Ryazan Oblast,2017-02-15,12350
Average pension,Ryazan Oblast,2017-03-15,13835
Average pension,Ryazan Oblast,2017-04-15,11925
Average pension,Samara Region,2014-01-15,1440
Average pension,Samara Region,2014-02-15,8601
Average pension,Samara Region,2014-03-15,8670
Average pension,Samara Region,2014-04-15,9650
Average pension,Samara Region,2014-05-15,8001
Average pension,Samara Region,2014-06-15,8653
Average pension,Samara Region,2014-07-15,8728
Average pension,Samara Region,2014-08-15,9391
Average pension,Samara Region,2014-09-15,9046
Average pension,Samara Region,2014-10-15,9173
Average pension,Samara Region,2014-11-15,8845
Average pension,Samara Region,2014-12-15,10422
Average pension,Samara Region,2015-01-15,8300
Average pension,Samara Region,2015-02-15,9744
Average pension,Samara Region,2015-03-15,9921
Average pension,Samara Region,2015-04-15,10804
Average pension,Samara Region,2015-05-15,9079
Average pension,Samara Region,2015-06-15,9710
Average pension,Samara Region,2015-07-15,10252
Average pension,Samara Region,2015-08-15,10014
Average pension,Samara Region,2015-09-15,10084
Average pension,Samara Region,2015-10-15,10265
Average pension,Samara Region,2015-11-15,10075
Average pension,Samara Region,2015-12-15,11057
Average pension,Samara Region,2016-01-15,11684
Average pension,Samara Region,2016-02-15,13083
Average pension,Samara Region,2016-03-15,13628
Average pension,Samara Region,2016-04-15,14180
Average pension,Samara Region,2016-05-15,12792
Average pension,Samara Region,2016-06-15,13141
Average pension,Samara Region,2016-07-15,12864
Average pension,Samara Region,2016-08-15,13270
Average pension,Samara Region,2016-09-15,13912
Average pension,Samara Region,2016-10-15,12964
Average pension,Samara Region,2016-11-15,13245
Average pension,Samara Region,2016-12-15,14861
Average pension,Samara Region,2017-01-15,16622
Average pension,Samara Region,2017-02-15,13606
Average pension,Samara Region,2017-03-15,14695
Average pension,Samara Region,2017-04-15,13589
Average pension,St. Petersburg,2014-01-15,16125
Average pension,St. Petersburg,2014-02-15,13591
Average pension,St. Petersburg,2014-03-15,13691
Average pension,St. Petersburg,2014-04-15,15675
Average pension,St. Petersburg,2014-05-15,12977
Average pension,St. Petersburg,2014-06-15,13735
Average pension,St. Petersburg,2014-07-15,13731
Average pension,St. Petersburg,2014-08-15,14675
Average pension,St. Petersburg,2014-09-15,13071
Average pension,St. Petersburg,2014-10-15,14017
Average pension,St. Petersburg,2014-11-15,13643
Average pension,St. Petersburg,2014-12-15,16143
Average pension,St. Petersburg,2015-01-15,12623
Average pension,St. Petersburg,2015-02-15,15647
Average pension,St. Petersburg,2015-03-15,15785
Average pension,St. Petersburg,2015-04-15,19271
Average pension,St. Petersburg,2015-05-15,14076
Average pension,St. Petersburg,2015-06-15,15637
Average pension,St. Petersburg,2015-07-15,16414
Average pension,St. Petersburg,2015-08-15,15994
Average pension,St. Petersburg,2015-09-15,15661
Average pension,St. Petersburg,2015-10-15,16160
Average pension,St. Petersburg,2015-11-15,15681
Average pension,St. Petersburg,2015-12-15,18796
Average pension,St. Petersburg,2016-01-15,13593
Average pension,St. Petersburg,2016-02-15,16273
Average pension,St. Petersburg,2016-03-15,16858
Average pension,St. Petersburg,2016-04-15,18679
Average pension,St. Petersburg,2016-05-15,15706
Average pension,St. Petersburg,2016-06-15,15242
Average pension,St. Petersburg,2016-07-15,15814
Average pension,St. Petersburg,2016-08-15,16290
Average pension,St. Petersburg,2016-09-15,17067
Average pension,St. Petersburg,2016-10-15,15758
Average pension,St. Petersburg,2016-11-15,16185
Average pension,St. Petersburg,2016-12-15,19148
Average pension,St. Petersburg,2017-01-15,17980
Average pension,St. Petersburg,2017-02-15,16581
Average pension,St. Petersburg,2017-03-15,18954
Average pension,St. Petersburg,2017-04-15,15433
Average pension,Saratov region,2014-01-15,10924
Average pension,Saratov region,2014-02-15,10750
Average pension,Saratov region,2014-03-15,10735
Average pension,Saratov region,2014-04-15,21555
Average pension,Saratov region,2014-05-15,9411
Average pension,Saratov region,2014-06-15,10854
Average pension,Saratov region,2014-07-15,10881
Average pension,Saratov region,2014-08-15,11741
Average pension,Saratov region,2014-09-15,10910
Average pension,Saratov region,2014-10-15,20208
Average pension,Saratov region,2014-11-15,17158
Average pension,Saratov region,2014-12-15,22105
Average pension,Saratov region,2015-01-15,11664
Average pension,Saratov region,2015-02-15,11941
Average pension,Saratov region,2015-03-15,12063
Average pension,Saratov region,2015-04-15,23788
Average pension,Saratov region,2015-05-15,11686
Average pension,Saratov region,2015-06-15,11907
Average pension,Saratov region,2015-07-15,12549
Average pension,Saratov region,2015-08-15,12086
Average pension,Saratov region,2015-09-15,12022
Average pension,Saratov region,2015-10-15,12359
Average pension,Saratov region,2015-11-15,12091
Average pension,Saratov region,2015-12-15,23905
Average pension,Saratov region,2016-01-15,4121
Average pension,Saratov region,2016-02-15,12487
Average pension,Saratov region,2016-03-15,12986
Average pension,Saratov region,2016-04-15,13812
Average pension,Saratov region,2016-05-15,12104
Average pension,Saratov region,2016-06-15,12276
Average pension,Saratov region,2016-07-15,12180
Average pension,Saratov region,2016-08-15,12664
Average pension,Saratov region,2016-09-15,13131
Average pension,Saratov region,2016-10-15,12275
Average pension,Saratov region,2016-11-15,12564
Average pension,Saratov region,2016-12-15,24152
Average pension,Saratov region,2017-01-15,5906
Average pension,Saratov region,2017-02-15,12918
Average pension,Saratov region,2017-03-15,14219
Average pension,Saratov region,2017-04-15,12652
Average pension,Sakhalin Oblast,2014-01-15,17294
Average pension,Sakhalin Oblast,2014-02-15,15871
Average pension,Sakhalin Oblast,2014-03-15,16084
Average pension,Sakhalin Oblast,2014-04-15,18398
Average pension,Sakhalin Oblast,2014-05-15,14959
Average pension,Sakhalin Oblast,2014-06-15,15918
Average pension,Sakhalin Oblast,2014-07-15,15979
Average pension,Sakhalin Oblast,2014-08-15,18473
Average pension,Sakhalin Oblast,2014-09-15,16038
Average pension,Sakhalin Oblast,2014-10-15,16789
Average pension,Sakhalin Oblast,2014-11-15,15664
Average pension,Sakhalin Oblast,2014-12-15,19143
Average pension,Sakhalin Oblast,2015-01-15,14893
Average pension,Sakhalin Oblast,2015-02-15,17406
Average pension,Sakhalin Oblast,2015-03-15,17811
Average pension,Sakhalin Oblast,2015-04-15,20205
Average pension,Sakhalin Oblast,2015-05-15,16924
Average pension,Sakhalin Oblast,2015-06-15,17454
Average pension,Sakhalin Oblast,2015-07-15,19006
Average pension,Sakhalin Oblast,2015-08-15,18163
Average pension,Sakhalin Oblast,2015-09-15,17766
Average pension,Sakhalin Oblast,2015-10-15,18769
Average pension,Sakhalin Oblast,2015-11-15,17726
Average pension,Sakhalin Oblast,2015-12-15,20477
Average pension,Sakhalin Oblast,2016-01-15,16305
Average pension,Sakhalin Oblast,2016-02-15,18221
Average pension,Sakhalin Oblast,2016-03-15,18263
Average pension,Sakhalin Oblast,2016-04-15,21498
Average pension,Sakhalin Oblast,2016-05-15,17302
Average pension,Sakhalin Oblast,2016-06-15,18827
Average pension,Sakhalin Oblast,2016-07-15,17709
Average pension,Sakhalin Oblast,2016-08-15,18564
Average pension,Sakhalin Oblast,2016-09-15,20162
Average pension,Sakhalin Oblast,2016-10-15,17734
Average pension,Sakhalin Oblast,2016-11-15,18371
Average pension,Sakhalin Oblast,2016-12-15,20979
Average pension,Sakhalin Oblast,2017-01-15,20479
Average pension,Sakhalin Oblast,2017-02-15,18749
Average pension,Sakhalin Oblast,2017-03-15,20654
Average pension,Sakhalin Oblast,2017-04-15,18927
Average pension,Sverdlovsk region,2014-01-15,2285
Average pension,Sverdlovsk region,2014-02-15,9301
Average pension,Sverdlovsk region,2014-03-15,9039
Average pension,Sverdlovsk region,2014-04-15,9966
Average pension,Sverdlovsk region,2014-05-15,8402
Average pension,Sverdlovsk region,2014-06-15,8991
Average pension,Sverdlovsk region,2014-07-15,9207
Average pension,Sverdlovsk region,2014-08-15,10397
Average pension,Sverdlovsk region,2014-09-15,9426
Average pension,Sverdlovsk region,2014-10-15,9540
Average pension,Sverdlovsk region,2014-11-15,9000
Average pension,Sverdlovsk region,2014-12-15,10435
Average pension,Sverdlovsk region,2015-01-15,8830
Average pension,Sverdlovsk region,2015-02-15,10450
Average pension,Sverdlovsk region,2015-03-15,10284
Average pension,Sverdlovsk region,2015-04-15,11136
Average pension,Sverdlovsk region,2015-05-15,9496
Average pension,Sverdlovsk region,2015-06-15,10362
Average pension,Sverdlovsk region,2015-07-15,11084
Average pension,Sverdlovsk region,2015-08-15,10924
Average pension,Sverdlovsk region,2015-09-15,10829
Average pension,Sverdlovsk region,2015-10-15,10993
Average pension,Sverdlovsk region,2015-11-15,11819
Average pension,Sverdlovsk region,2015-12-15,14599
Average pension,Sverdlovsk region,2016-01-15,12355
Average pension,Sverdlovsk region,2016-02-15,13752
Average pension,Sverdlovsk region,2016-03-15,13737
Average pension,Sverdlovsk region,2016-04-15,15396
Average pension,Sverdlovsk region,2016-05-15,13221
Average pension,Sverdlovsk region,2016-06-15,14209
Average pension,Sverdlovsk region,2016-07-15,13330
Average pension,Sverdlovsk region,2016-08-15,13796
Average pension,Sverdlovsk region,2016-09-15,14478
Average pension,Sverdlovsk region,2016-10-15,13380
Average pension,Sverdlovsk region,2016-11-15,13758
Average pension,Sverdlovsk region,2016-12-15,15361
Average pension,Sverdlovsk region,2017-01-15,17033
Average pension,Sverdlovsk region,2017-02-15,14123
Average pension,Sverdlovsk region,2017-03-15,15099
Average pension,Sverdlovsk region,2017-04-15,14395
Average pension,Smolensk region,2014-01-15,10580
Average pension,Smolensk region,2014-02-15,11448
Average pension,Smolensk region,2014-03-15,11409
Average pension,Smolensk region,2014-04-15,14979
Average pension,Smolensk region,2014-05-15,10277
Average pension,Smolensk region,2014-06-15,11539
Average pension,Smolensk region,2014-07-15,11578
Average pension,Smolensk region,2014-08-15,12569
Average pension,Smolensk region,2014-09-15,11589
Average pension,Smolensk region,2014-10-15,13123
Average pension,Smolensk region,2014-11-15,11461
Average pension,Smolensk region,2014-12-15,19242
Average pension,Smolensk region,2015-01-15,10377
Average pension,Smolensk region,2015-02-15,12612
Average pension,Smolensk region,2015-03-15,12757
Average pension,Smolensk region,2015-04-15,16316
Average pension,Smolensk region,2015-05-15,11423
Average pension,Smolensk region,2015-06-15,12589
Average pension,Smolensk region,2015-07-15,13194
Average pension,Smolensk region,2015-08-15,12755
Average pension,Smolensk region,2015-09-15,12657
Average pension,Smolensk region,2015-10-15,13131
Average pension,Smolensk region,2015-11-15,12718
Average pension,Smolensk region,2015-12-15,19010
Average pension,Smolensk region,2016-01-15,11181
Average pension,Smolensk region,2016-02-15,13265
Average pension,Smolensk region,2016-03-15,13241
Average pension,Smolensk region,2016-04-15,15590
Average pension,Smolensk region,2016-05-15,12748
Average pension,Smolensk region,2016-06-15,12850
Average pension,Smolensk region,2016-07-15,12921
Average pension,Smolensk region,2016-08-15,13255
Average pension,Smolensk region,2016-09-15,13902
Average pension,Smolensk region,2016-10-15,12837
Average pension,Smolensk region,2016-11-15,13225
Average pension,Smolensk region,2016-12-15,21305
Average pension,Smolensk region,2017-01-15,10244
Average pension,Smolensk region,2017-02-15,13579
Average pension,Smolensk region,2017-03-15,15371
Average pension,Smolensk region,2017-04-15,12996
Average pension,Stavropol region,2014-01-15,6015
Average pension,Stavropol region,2014-02-15,10371
Average pension,Stavropol region,2014-03-15,10328
Average pension,Stavropol region,2014-04-15,11812
Average pension,Stavropol region,2014-05-15,9576
Average pension,Stavropol region,2014-06-15,10545
Average pension,Stavropol region,2014-07-15,10567
Average pension,Stavropol region,2014-08-15,11431
Average pension,Stavropol region,2014-09-15,10526
Average pension,Stavropol region,2014-10-15,10858
Average pension,Stavropol region,2014-11-15,10209
Average pension,Stavropol region,2014-12-15,21341
Average pension,Stavropol region,2015-01-15,8556
Average pension,Stavropol region,2015-02-15,11546
Average pension,Stavropol region,2015-03-15,11625
Average pension,Stavropol region,2015-04-15,13042
Average pension,Stavropol region,2015-05-15,10804
Average pension,Stavropol region,2015-06-15,11552
Average pension,Stavropol region,2015-07-15,12350
Average pension,Stavropol region,2015-08-15,11627
Average pension,Stavropol region,2015-09-15,11641
Average pension,Stavropol region,2015-10-15,12048
Average pension,Stavropol region,2015-11-15,11640
Average pension,Stavropol region,2015-12-15,13278
Average pension,Stavropol region,2016-01-15,10654
